choice	experiment_id	weight	p_zone	a_zone	outward_period	return_period	purpose	CarOwnershipConstant23	WAWE_Cost_Outward	KAWE_Cost_Outward	Bicycle_Cost_Outward	Walk_Cost_Return	Car_Cost_Return	Car_Cost_Outward	WAPE_Cost_Return	Bicycle_Cost_Return	a_CBDNonCore	WAWE_Cost_Return	Walk_Cost_Outward	a_CBDCore	CarOwnershipConstant0	PAWE_Cost_Outward	a_OuterFrame	WAKE_Cost_Return	a_CBDFrame	Bicycle_av	Car_av	PT_Kiss_Access_av	PT_Park_Access_av	PT_Walk_Access_av	Walk_av
2	12565	61.6245299762074	1000	1017	0	15	1001	0	0.0	0.0	0.0	2201.85571289062	234.688690185547	0.0	1351.90759277344	550.464050292969	0	1864.2021484375	0.0	0	0	0.0	0	1351.90759277344	0	1	1	1	1	1	1
4	12566	183.698125747136	2471	109	15	0	1001	1	3541.62524414062	2444.11987304688	2047.58447265625	0.0	0.0	1169.46545410156	0.0	0.0	0	0.0	8190.3359375	1	0	2480.3017578125	0	0.0	0	1	1	1	1	1	1
2	12567	46.0208184739895	456	1013	15	0	1001	0	2611.68090820312	2556.04248046875	1568.44812011719	0.0	0.0	816.195190429688	0.0	0.0	0	0.0	6273.79296875	0	0	2604.8173828125	0	0.0	0	1	1	1	1	1	1
2	12568	76.3399104598854	1830	1824	0	15	1001	1	0.0	0.0	0.0	429.312042236328	49.7908973693848	0.0	1319.53735351562	107.327987670898	0	1642.46276855469	0.0	0	0	0.0	0	1319.53735351562	0	1	1	1	1	1	1
2	12569	53.6820588132022	1123	1151	0	15	1001	1	0.0	0.0	0.0	4029.6953125	445.414337158203	0.0	3145.44750976562	1007.42413330078	0	3768.25146484375	0.0	0	0	0.0	0	3145.44750976562	0	1	1	1	1	1	1
2	12570	88.4929518892233	818	2421	0	15	1001	1	0.0	0.0	0.0	5658.2412109375	515.279846191406	0.0	3016.90869140625	1392.76806640625	0	3378.37353515625	0.0	0	0	0.0	0	3016.90869140625	0	1	1	1	1	1	1
2	12571	125.925075666679	2539	835	0	15	1001	1	0.0	0.0	0.0	10482.81640625	1119.34204101562	0.0	4289.94482421875	2620.70434570312	0	5210.25244140625	0.0	0	0	0.0	0	4289.94482421875	0	1	1	1	1	1	1
5	12572	68.9187669659104	838	956	15	0	1001	0	1883.18566894531	1790.85131835938	966.14404296875	0.0	0.0	552.121826171875	0.0	0.0	0	0.0	3864.57592773438	0	0	1955.0537109375	0	0.0	0	1	1	1	1	1	1
2	12573	88.8009667968142	838	714	0	15	1001	1	0.0	0.0	0.0	3799.29614257812	497.213806152344	0.0	2059.85864257812	949.824096679688	0	2498.46875	0.0	0	0	0.0	0	2059.85864257812	0	1	1	1	1	1	1
2	12574	119.117593585797	1095	157	0	15	1001	1	0.0	0.0	0.0	5700.095703125	645.798095703125	0.0	1835.2548828125	1425.02392578125	1	1862.05712890625	0.0	0	0	0.0	0	1835.2548828125	0	1	1	1	1	1	1
